path,label
dataset\2\C2_795.jpg,2
dataset\2\C2_1161.jpg,2
dataset\0\C0_451.jpg,0
dataset\0\C0_783.jpg,0
dataset\2\C2_1780.jpg,2
dataset\1\C1_3020.jpg,1
dataset\3\C3_1568.jpg,3
dataset\3\C3_1294.jpg,3
dataset\3\C3_1046.jpg,3
dataset\3\C3_165.jpg,3
dataset\3\C3_2320.jpg,3
dataset\3\C3_412.jpg,3
dataset\1\C1_3080.jpg,1
dataset\0\C0_2183.jpg,0
dataset\1\C1_2346.jpg,1
dataset\0\C0_1241.jpg,0
dataset\0\C0_1355.jpg,0
dataset\1\C1_2371.jpg,1
dataset\2\C2_1046.jpg,2
dataset\1\C1_2567.jpg,1
dataset\3\C3_894.jpg,3
dataset\1\C1_711.jpg,1
dataset\2\C2_158.jpg,2
dataset\0\C0_2105.jpg,0
dataset\3\C3_757.jpg,3
dataset\3\C3_2495.jpg,3
dataset\3\C3_901.jpg,3
dataset\3\C3_300.jpg,3
dataset\3\C3_992.jpg,3
dataset\2\C2_756.jpg,2
dataset\3\C3_1216.jpg,3
dataset\0\C0_94.jpg,0
dataset\2\C2_634.jpg,2
dataset\0\C0_343.jpg,0
dataset\2\C2_1607.jpg,2
dataset\2\C2_2082.jpg,2
dataset\0\C0_278.jpg,0
dataset\3\C3_161.jpg,3
dataset\0\C0_260.jpg,0
dataset\3\C3_683.jpg,3
dataset\0\C0_2140.jpg,0
dataset\0\C0_1323.jpg,0
dataset\0\C0_464.jpg,0
dataset\2\C2_1653.jpg,2
dataset\0\C0_1106.jpg,0
dataset\1\C1_727.jpg,1
dataset\1\C1_943.jpg,1
dataset\1\C1_368.jpg,1
dataset\2\C2_14.jpg,2
dataset\3\C3_2039.jpg,3
dataset\1\C1_470.jpg,1
dataset\2\C2_677.jpg,2
dataset\0\C0_1223.jpg,0
dataset\2\C2_469.jpg,2
dataset\1\C1_2160.jpg,1
dataset\1\C1_859.jpg,1
dataset\2\C2_1468.jpg,2
dataset\0\C0_152.jpg,0
dataset\3\C3_1355.jpg,3
dataset\2\C2_739.jpg,2
dataset\0\C0_2108.jpg,0
dataset\2\C2_1148.jpg,2
dataset\3\C3_1566.jpg,3
dataset\1\C1_2724.jpg,1
dataset\0\C0_1838.jpg,0
dataset\3\C3_442.jpg,3
dataset\2\C2_493.jpg,2
dataset\1\C1_2572.jpg,1
dataset\1\C1_731.jpg,1
dataset\3\C3_1789.jpg,3
dataset\0\C0_2464.jpg,0
dataset\1\C1_757.jpg,1
dataset\1\C1_2537.jpg,1
dataset\3\C3_2126.jpg,3
dataset\1\C1_2660.jpg,1
dataset\0\C0_2872.jpg,0
dataset\1\C1_2813.jpg,1
dataset\3\C3_1450.jpg,3
dataset\2\C2_258.jpg,2
dataset\2\C2_1699.jpg,2
dataset\3\C3_308.jpg,3
dataset\0\C0_1926.jpg,0
dataset\3\C3_274.jpg,3
dataset\1\C1_460.jpg,1
dataset\1\C1_222.jpg,1
dataset\2\C2_190.jpg,2
dataset\3\C3_2156.jpg,3
dataset\0\C0_2541.jpg,0
dataset\0\C0_784.jpg,0
dataset\2\C2_1768.jpg,2
dataset\1\C1_488.jpg,1
dataset\1\C1_2551.jpg,1
dataset\1\C1_1358.jpg,1
dataset\2\C2_0.jpg,2
dataset\2\C2_135.jpg,2
dataset\2\C2_2078.jpg,2
dataset\3\C3_2048.jpg,3
dataset\3\C3_880.jpg,3
dataset\1\C1_1018.jpg,1
dataset\0\C0_345.jpg,0
dataset\2\C2_87.jpg,2
dataset\1\C1_749.jpg,1
dataset\3\C3_2456.jpg,3
dataset\3\C3_2030.jpg,3
dataset\0\C0_2240.jpg,0
dataset\0\C0_804.jpg,0
dataset\3\C3_978.jpg,3
dataset\2\C2_2466.jpg,2
dataset\2\C2_1316.jpg,2
dataset\0\C0_606.jpg,0
dataset\3\C3_374.jpg,3
dataset\0\C0_1870.jpg,0
dataset\1\C1_1357.jpg,1
dataset\0\C0_2692.jpg,0
dataset\2\C2_1156.jpg,2
dataset\1\C1_715.jpg,1
dataset\2\C2_531.jpg,2
dataset\1\C1_3044.jpg,1
dataset\2\C2_1215.jpg,2
dataset\1\C1_896.jpg,1
dataset\1\C1_3046.jpg,1
dataset\1\C1_1652.jpg,1
dataset\3\C3_38.jpg,3
dataset\2\C2_2301.jpg,2
dataset\3\C3_626.jpg,3
dataset\0\C0_1064.jpg,0
dataset\0\C0_1956.jpg,0
dataset\3\C3_1562.jpg,3
dataset\0\C0_2562.jpg,0
dataset\0\C0_2663.jpg,0
dataset\3\C3_1784.jpg,3
dataset\1\C1_2653.jpg,1
dataset\1\C1_1211.jpg,1
dataset\1\C1_2896.jpg,1
dataset\1\C1_1982.jpg,1
dataset\2\C2_1054.jpg,2
dataset\3\C3_1336.jpg,3
dataset\2\C2_2332.jpg,2
dataset\3\C3_1333.jpg,3
dataset\0\C0_611.jpg,0
dataset\2\C2_2513.jpg,2
dataset\0\C0_1316.jpg,0
dataset\3\C3_1618.jpg,3
dataset\2\C2_328.jpg,2
dataset\3\C3_779.jpg,3
dataset\3\C3_2230.jpg,3
dataset\1\C1_1061.jpg,1
dataset\2\C2_281.jpg,2
dataset\2\C2_1315.jpg,2
dataset\1\C1_879.jpg,1
dataset\0\C0_2800.jpg,0
dataset\0\C0_1236.jpg,0
dataset\1\C1_1402.jpg,1
dataset\0\C0_558.jpg,0
dataset\0\C0_1273.jpg,0
dataset\1\C1_1733.jpg,1
dataset\0\C0_2736.jpg,0
dataset\1\C1_2626.jpg,1
dataset\3\C3_1688.jpg,3
dataset\3\C3_39.jpg,3
dataset\2\C2_176.jpg,2
dataset\1\C1_993.jpg,1
dataset\0\C0_1817.jpg,0
dataset\3\C3_1230.jpg,3
dataset\2\C2_443.jpg,2
dataset\0\C0_882.jpg,0
dataset\1\C1_2522.jpg,1
dataset\2\C2_1511.jpg,2
dataset\1\C1_331.jpg,1
dataset\3\C3_226.jpg,3
dataset\1\C1_742.jpg,1
dataset\0\C0_36.jpg,0
dataset\1\C1_1558.jpg,1
dataset\2\C2_2519.jpg,2
dataset\1\C1_410.jpg,1
dataset\2\C2_2236.jpg,2
dataset\3\C3_323.jpg,3
dataset\1\C1_451.jpg,1
dataset\2\C2_430.jpg,2
dataset\3\C3_2057.jpg,3
dataset\1\C1_198.jpg,1
dataset\1\C1_2330.jpg,1
dataset\0\C0_1837.jpg,0
dataset\0\C0_58.jpg,0
dataset\1\C1_1848.jpg,1
dataset\0\C0_9.jpg,0
dataset\1\C1_1820.jpg,1
dataset\0\C0_1533.jpg,0
dataset\1\C1_148.jpg,1
dataset\1\C1_2932.jpg,1
dataset\3\C3_90.jpg,3
dataset\0\C0_978.jpg,0
dataset\1\C1_2250.jpg,1
dataset\0\C0_888.jpg,0
dataset\2\C2_1584.jpg,2
dataset\0\C0_973.jpg,0
dataset\2\C2_265.jpg,2
dataset\1\C1_1229.jpg,1
dataset\2\C2_183.jpg,2
dataset\0\C0_1254.jpg,0
dataset\2\C2_536.jpg,2
dataset\2\C2_2664.jpg,2
dataset\0\C0_531.jpg,0
dataset\2\C2_2699.jpg,2
dataset\2\C2_2365.jpg,2
dataset\0\C0_1426.jpg,0
dataset\0\C0_103.jpg,0
dataset\1\C1_398.jpg,1
dataset\1\C1_611.jpg,1
dataset\3\C3_519.jpg,3
dataset\1\C1_2375.jpg,1
dataset\1\C1_2759.jpg,1
dataset\2\C2_1626.jpg,2
dataset\3\C3_1702.jpg,3
dataset\2\C2_331.jpg,2
dataset\1\C1_2811.jpg,1
dataset\2\C2_2431.jpg,2
dataset\2\C2_333.jpg,2
dataset\0\C0_1310.jpg,0
dataset\3\C3_103.jpg,3
dataset\3\C3_1352.jpg,3
dataset\1\C1_1098.jpg,1
dataset\2\C2_526.jpg,2
dataset\2\C2_2584.jpg,2
dataset\0\C0_436.jpg,0
dataset\0\C0_2170.jpg,0
dataset\0\C0_1960.jpg,0
dataset\0\C0_1841.jpg,0
dataset\2\C2_1770.jpg,2
dataset\3\C3_1966.jpg,3
dataset\0\C0_2245.jpg,0
dataset\3\C3_1612.jpg,3
dataset\0\C0_1352.jpg,0
dataset\2\C2_549.jpg,2
dataset\0\C0_1009.jpg,0
dataset\3\C3_273.jpg,3
dataset\1\C1_243.jpg,1
dataset\2\C2_2030.jpg,2
dataset\1\C1_102.jpg,1
dataset\0\C0_2722.jpg,0
dataset\3\C3_212.jpg,3
dataset\0\C0_2577.jpg,0
dataset\0\C0_2560.jpg,0
dataset\2\C2_361.jpg,2
dataset\1\C1_1021.jpg,1
dataset\2\C2_2580.jpg,2
dataset\2\C2_2086.jpg,2
dataset\2\C2_36.jpg,2
dataset\3\C3_1100.jpg,3
dataset\2\C2_2302.jpg,2
dataset\2\C2_1871.jpg,2
dataset\2\C2_2594.jpg,2
dataset\2\C2_1886.jpg,2
dataset\0\C0_964.jpg,0
dataset\2\C2_2003.jpg,2
dataset\1\C1_252.jpg,1
dataset\0\C0_494.jpg,0
dataset\0\C0_218.jpg,0
dataset\2\C2_2457.jpg,2
dataset\2\C2_1230.jpg,2
dataset\3\C3_2132.jpg,3
dataset\0\C0_2443.jpg,0
dataset\3\C3_804.jpg,3
dataset\2\C2_1713.jpg,2
dataset\0\C0_1422.jpg,0
dataset\0\C0_1586.jpg,0
dataset\0\C0_506.jpg,0
dataset\0\C0_1288.jpg,0
dataset\3\C3_1713.jpg,3
dataset\2\C2_2100.jpg,2
dataset\2\C2_2657.jpg,2
dataset\2\C2_1114.jpg,2
dataset\0\C0_1900.jpg,0
dataset\1\C1_2791.jpg,1
dataset\1\C1_1372.jpg,1
dataset\1\C1_2612.jpg,1
dataset\1\C1_2876.jpg,1
dataset\3\C3_1357.jpg,3
dataset\2\C2_878.jpg,2
dataset\2\C2_561.jpg,2
dataset\3\C3_2534.jpg,3
dataset\2\C2_653.jpg,2
dataset\0\C0_1700.jpg,0
dataset\3\C3_1377.jpg,3
dataset\1\C1_1326.jpg,1
dataset\2\C2_606.jpg,2
dataset\1\C1_934.jpg,1
dataset\2\C2_1868.jpg,2
dataset\0\C0_309.jpg,0
dataset\2\C2_907.jpg,2
dataset\2\C2_2182.jpg,2
dataset\1\C1_959.jpg,1
dataset\0\C0_2213.jpg,0
dataset\1\C1_2812.jpg,1
dataset\3\C3_1953.jpg,3
dataset\2\C2_1113.jpg,2
dataset\1\C1_1732.jpg,1
dataset\1\C1_134.jpg,1
dataset\1\C1_1440.jpg,1
dataset\0\C0_667.jpg,0
dataset\1\C1_1644.jpg,1
dataset\3\C3_943.jpg,3
dataset\3\C3_1604.jpg,3
dataset\1\C1_1285.jpg,1
dataset\3\C3_1706.jpg,3
dataset\1\C1_814.jpg,1
dataset\3\C3_418.jpg,3
dataset\3\C3_1871.jpg,3
dataset\2\C2_1604.jpg,2
dataset\0\C0_1569.jpg,0
dataset\0\C0_1005.jpg,0
dataset\1\C1_1347.jpg,1
dataset\1\C1_2373.jpg,1
dataset\1\C1_1842.jpg,1
dataset\2\C2_317.jpg,2
dataset\0\C0_2050.jpg,0
dataset\2\C2_2095.jpg,2
dataset\0\C0_2131.jpg,0
dataset\1\C1_2815.jpg,1
dataset\0\C0_1011.jpg,0
dataset\1\C1_2606.jpg,1
dataset\1\C1_176.jpg,1
dataset\2\C2_2294.jpg,2
dataset\0\C0_736.jpg,0
dataset\3\C3_1217.jpg,3
dataset\0\C0_709.jpg,0
dataset\2\C2_373.jpg,2
dataset\0\C0_2456.jpg,0
dataset\3\C3_1887.jpg,3
dataset\1\C1_490.jpg,1
dataset\0\C0_1181.jpg,0
dataset\1\C1_2880.jpg,1
dataset\2\C2_1960.jpg,2
dataset\3\C3_1021.jpg,3
dataset\3\C3_1828.jpg,3
dataset\2\C2_1239.jpg,2
dataset\3\C3_2503.jpg,3
dataset\2\C2_1701.jpg,2
dataset\2\C2_884.jpg,2
dataset\1\C1_1498.jpg,1
dataset\1\C1_1593.jpg,1
dataset\2\C2_2408.jpg,2
dataset\0\C0_1590.jpg,0
dataset\3\C3_1746.jpg,3
dataset\1\C1_2363.jpg,1
dataset\3\C3_1636.jpg,3
dataset\1\C1_1602.jpg,1
dataset\2\C2_1599.jpg,2
dataset\2\C2_2139.jpg,2
dataset\3\C3_681.jpg,3
dataset\0\C0_2642.jpg,0
dataset\2\C2_1685.jpg,2
dataset\1\C1_787.jpg,1
dataset\2\C2_1745.jpg,2
dataset\0\C0_976.jpg,0
dataset\3\C3_888.jpg,3
dataset\3\C3_1144.jpg,3
dataset\1\C1_1385.jpg,1
dataset\1\C1_2220.jpg,1
dataset\0\C0_528.jpg,0
dataset\3\C3_1391.jpg,3
dataset\0\C0_690.jpg,0
dataset\0\C0_998.jpg,0
dataset\2\C2_360.jpg,2
dataset\2\C2_1926.jpg,2
dataset\2\C2_1601.jpg,2
dataset\0\C0_2741.jpg,0
dataset\2\C2_2170.jpg,2
dataset\2\C2_2673.jpg,2
dataset\0\C0_1308.jpg,0
dataset\0\C0_1978.jpg,0
dataset\1\C1_945.jpg,1
dataset\0\C0_1436.jpg,0
dataset\1\C1_2603.jpg,1
dataset\0\C0_643.jpg,0
dataset\3\C3_1712.jpg,3
dataset\2\C2_701.jpg,2
dataset\2\C2_213.jpg,2
dataset\1\C1_1815.jpg,1
dataset\1\C1_2437.jpg,1
dataset\3\C3_703.jpg,3
dataset\2\C2_428.jpg,2
dataset\2\C2_2413.jpg,2
dataset\1\C1_2882.jpg,1
dataset\1\C1_1851.jpg,1
dataset\1\C1_2190.jpg,1
dataset\1\C1_1655.jpg,1
dataset\1\C1_1431.jpg,1
dataset\3\C3_1536.jpg,3
dataset\3\C3_205.jpg,3
dataset\2\C2_1618.jpg,2
dataset\2\C2_793.jpg,2
dataset\3\C3_2073.jpg,3
dataset\3\C3_1138.jpg,3
dataset\0\C0_788.jpg,0
dataset\3\C3_1630.jpg,3
dataset\0\C0_393.jpg,0
dataset\3\C3_560.jpg,3
dataset\2\C2_2343.jpg,2
dataset\1\C1_12.jpg,1
dataset\0\C0_889.jpg,0
dataset\2\C2_836.jpg,2
dataset\3\C3_1271.jpg,3
dataset\2\C2_1012.jpg,2
dataset\1\C1_2517.jpg,1
dataset\1\C1_2127.jpg,1
dataset\2\C2_1876.jpg,2
dataset\1\C1_249.jpg,1
dataset\1\C1_2328.jpg,1
dataset\3\C3_2467.jpg,3
dataset\3\C3_1052.jpg,3
dataset\3\C3_849.jpg,3
dataset\0\C0_1318.jpg,0
dataset\3\C3_640.jpg,3
dataset\1\C1_483.jpg,1
dataset\1\C1_1482.jpg,1
dataset\1\C1_1371.jpg,1
dataset\2\C2_1195.jpg,2
dataset\3\C3_828.jpg,3
dataset\2\C2_1480.jpg,2
dataset\1\C1_3045.jpg,1
dataset\0\C0_1384.jpg,0
dataset\1\C1_1686.jpg,1
dataset\0\C0_404.jpg,0
dataset\1\C1_2814.jpg,1
dataset\1\C1_1569.jpg,1
dataset\1\C1_2795.jpg,1
dataset\1\C1_2725.jpg,1
dataset\1\C1_2266.jpg,1
dataset\0\C0_2032.jpg,0
dataset\2\C2_322.jpg,2
dataset\3\C3_2185.jpg,3
dataset\3\C3_2421.jpg,3
dataset\3\C3_343.jpg,3
dataset\2\C2_232.jpg,2
dataset\0\C0_2211.jpg,0
dataset\0\C0_185.jpg,0
dataset\0\C0_965.jpg,0
dataset\1\C1_942.jpg,1
dataset\0\C0_1472.jpg,0
dataset\1\C1_935.jpg,1
dataset\1\C1_1096.jpg,1
dataset\1\C1_1568.jpg,1
dataset\0\C0_614.jpg,0
dataset\0\C0_1050.jpg,0
dataset\1\C1_750.jpg,1
dataset\3\C3_877.jpg,3
dataset\1\C1_1398.jpg,1
dataset\3\C3_385.jpg,3
dataset\0\C0_2019.jpg,0
dataset\0\C0_1534.jpg,0
dataset\1\C1_230.jpg,1
dataset\2\C2_1421.jpg,2
dataset\1\C1_800.jpg,1
dataset\1\C1_1105.jpg,1
dataset\3\C3_2404.jpg,3
dataset\3\C3_2041.jpg,3
dataset\0\C0_1375.jpg,0
dataset\1\C1_678.jpg,1
dataset\0\C0_2356.jpg,0
dataset\3\C3_2378.jpg,3
dataset\2\C2_821.jpg,2
dataset\1\C1_1408.jpg,1
dataset\1\C1_1266.jpg,1
dataset\0\C0_1337.jpg,0
dataset\1\C1_1662.jpg,1
dataset\2\C2_2307.jpg,2
dataset\0\C0_2475.jpg,0
dataset\3\C3_2326.jpg,3
dataset\3\C3_2084.jpg,3
dataset\0\C0_1952.jpg,0
dataset\0\C0_1230.jpg,0
dataset\2\C2_1011.jpg,2
dataset\2\C2_1963.jpg,2
dataset\1\C1_87.jpg,1
dataset\1\C1_61.jpg,1
dataset\0\C0_1103.jpg,0
dataset\0\C0_1798.jpg,0
dataset\2\C2_1885.jpg,2
dataset\0\C0_914.jpg,0
dataset\3\C3_1862.jpg,3
dataset\0\C0_2674.jpg,0
dataset\0\C0_337.jpg,0
dataset\0\C0_135.jpg,0
dataset\1\C1_2742.jpg,1
dataset\1\C1_2221.jpg,1
dataset\3\C3_985.jpg,3
dataset\1\C1_2735.jpg,1
dataset\2\C2_2426.jpg,2
dataset\3\C3_224.jpg,3
dataset\1\C1_2832.jpg,1
dataset\0\C0_702.jpg,0
dataset\2\C2_1652.jpg,2
dataset\2\C2_1337.jpg,2
dataset\2\C2_1589.jpg,2
dataset\1\C1_2112.jpg,1
dataset\1\C1_467.jpg,1
dataset\3\C3_216.jpg,3
dataset\2\C2_930.jpg,2
dataset\3\C3_2470.jpg,3
dataset\2\C2_1168.jpg,2
dataset\3\C3_1485.jpg,3
dataset\1\C1_2541.jpg,1
dataset\0\C0_88.jpg,0
dataset\0\C0_344.jpg,0
dataset\1\C1_147.jpg,1
dataset\1\C1_393.jpg,1
dataset\1\C1_1921.jpg,1
dataset\0\C0_1551.jpg,0
dataset\1\C1_2410.jpg,1
dataset\0\C0_493.jpg,0
dataset\2\C2_2523.jpg,2
dataset\3\C3_783.jpg,3
dataset\1\C1_2264.jpg,1
dataset\1\C1_870.jpg,1
dataset\1\C1_1046.jpg,1
dataset\0\C0_1713.jpg,0
dataset\3\C3_1648.jpg,3
dataset\0\C0_2559.jpg,0
dataset\1\C1_2582.jpg,1
dataset\1\C1_1072.jpg,1
dataset\3\C3_1092.jpg,3
dataset\0\C0_450.jpg,0
dataset\2\C2_50.jpg,2
dataset\2\C2_2202.jpg,2
dataset\3\C3_1266.jpg,3
dataset\0\C0_389.jpg,0
dataset\3\C3_2338.jpg,3
dataset\2\C2_106.jpg,2
dataset\0\C0_2094.jpg,0
dataset\1\C1_2750.jpg,1
dataset\1\C1_37.jpg,1
dataset\0\C0_186.jpg,0
dataset\1\C1_1789.jpg,1
dataset\2\C2_318.jpg,2
dataset\3\C3_807.jpg,3
dataset\1\C1_119.jpg,1
dataset\1\C1_857.jpg,1
dataset\1\C1_296.jpg,1
dataset\1\C1_867.jpg,1
dataset\0\C0_98.jpg,0
dataset\3\C3_2514.jpg,3
dataset\2\C2_2507.jpg,2
dataset\0\C0_1771.jpg,0
dataset\1\C1_744.jpg,1
dataset\2\C2_1004.jpg,2
dataset\2\C2_2591.jpg,2
dataset\2\C2_2128.jpg,2
dataset\2\C2_1675.jpg,2
dataset\0\C0_1928.jpg,0
dataset\1\C1_1118.jpg,1
dataset\1\C1_144.jpg,1
dataset\0\C0_113.jpg,0
dataset\2\C2_2147.jpg,2
dataset\2\C2_777.jpg,2
dataset\2\C2_2613.jpg,2
dataset\0\C0_1614.jpg,0
dataset\0\C0_123.jpg,0
dataset\3\C3_175.jpg,3
dataset\0\C0_444.jpg,0
dataset\3\C3_1481.jpg,3
dataset\2\C2_2454.jpg,2
dataset\0\C0_2786.jpg,0
dataset\3\C3_594.jpg,3
dataset\2\C2_1183.jpg,2
dataset\2\C2_1070.jpg,2
dataset\2\C2_1854.jpg,2
dataset\2\C2_1238.jpg,2
dataset\0\C0_2841.jpg,0
dataset\1\C1_2903.jpg,1
dataset\2\C2_1244.jpg,2
dataset\1\C1_2682.jpg,1
dataset\2\C2_1466.jpg,2
dataset\2\C2_2245.jpg,2
dataset\1\C1_1985.jpg,1
dataset\1\C1_388.jpg,1
dataset\2\C2_1179.jpg,2
dataset\1\C1_1318.jpg,1
dataset\1\C1_2230.jpg,1
dataset\3\C3_2211.jpg,3
dataset\1\C1_193.jpg,1
dataset\3\C3_1370.jpg,3
dataset\2\C2_1537.jpg,2
dataset\2\C2_1149.jpg,2
dataset\0\C0_1714.jpg,0
dataset\0\C0_402.jpg,0
dataset\3\C3_1507.jpg,3
dataset\0\C0_2207.jpg,0
dataset\3\C3_320.jpg,3
dataset\1\C1_2390.jpg,1
dataset\0\C0_699.jpg,0
dataset\2\C2_1087.jpg,2
dataset\0\C0_1874.jpg,0
dataset\3\C3_2449.jpg,3
dataset\3\C3_699.jpg,3
dataset\1\C1_911.jpg,1
dataset\3\C3_817.jpg,3
dataset\3\C3_1473.jpg,3
dataset\2\C2_953.jpg,2
dataset\0\C0_2608.jpg,0
dataset\2\C2_1498.jpg,2
dataset\1\C1_2445.jpg,1
dataset\2\C2_1586.jpg,2
dataset\3\C3_1366.jpg,3
dataset\1\C1_1024.jpg,1
dataset\0\C0_1435.jpg,0
dataset\0\C0_712.jpg,0
dataset\1\C1_1073.jpg,1
dataset\3\C3_1812.jpg,3
dataset\1\C1_67.jpg,1
dataset\1\C1_504.jpg,1
dataset\3\C3_615.jpg,3
dataset\3\C3_1912.jpg,3
dataset\0\C0_986.jpg,0
dataset\0\C0_1744.jpg,0
dataset\1\C1_278.jpg,1
dataset\3\C3_539.jpg,3
dataset\3\C3_1644.jpg,3
dataset\2\C2_2253.jpg,2
dataset\0\C0_2855.jpg,0
dataset\0\C0_1239.jpg,0
dataset\0\C0_1652.jpg,0
dataset\2\C2_2356.jpg,2
dataset\0\C0_1091.jpg,0
dataset\0\C0_1427.jpg,0
dataset\1\C1_1614.jpg,1
dataset\1\C1_1627.jpg,1
dataset\1\C1_676.jpg,1
dataset\0\C0_1562.jpg,0
dataset\1\C1_1754.jpg,1
dataset\3\C3_568.jpg,3
dataset\0\C0_2466.jpg,0
dataset\2\C2_1495.jpg,2
dataset\1\C1_2434.jpg,1
dataset\2\C2_1644.jpg,2
dataset\2\C2_762.jpg,2
dataset\2\C2_867.jpg,2
dataset\0\C0_359.jpg,0
dataset\1\C1_693.jpg,1
dataset\3\C3_949.jpg,3
dataset\2\C2_1369.jpg,2
dataset\0\C0_459.jpg,0
dataset\2\C2_976.jpg,2
dataset\1\C1_2609.jpg,1
dataset\2\C2_2406.jpg,2
dataset\2\C2_507.jpg,2
dataset\3\C3_1241.jpg,3
dataset\0\C0_1962.jpg,0
dataset\3\C3_1781.jpg,3
dataset\1\C1_2508.jpg,1
dataset\1\C1_263.jpg,1
dataset\0\C0_1138.jpg,0
dataset\1\C1_1977.jpg,1
dataset\2\C2_26.jpg,2
dataset\1\C1_2212.jpg,1
dataset\0\C0_2840.jpg,0
dataset\2\C2_710.jpg,2
dataset\2\C2_808.jpg,2
dataset\1\C1_2150.jpg,1
dataset\1\C1_1765.jpg,1
dataset\3\C3_1865.jpg,3
dataset\1\C1_1717.jpg,1
dataset\0\C0_1613.jpg,0
dataset\0\C0_1659.jpg,0
dataset\1\C1_1328.jpg,1
dataset\0\C0_1264.jpg,0
dataset\2\C2_1779.jpg,2
dataset\0\C0_910.jpg,0
dataset\1\C1_2218.jpg,1
dataset\3\C3_2110.jpg,3
dataset\1\C1_2464.jpg,1
dataset\3\C3_182.jpg,3
dataset\3\C3_848.jpg,3
dataset\3\C3_2184.jpg,3
dataset\2\C2_1728.jpg,2
dataset\2\C2_967.jpg,2
dataset\2\C2_2686.jpg,2
dataset\0\C0_458.jpg,0
dataset\1\C1_2797.jpg,1
dataset\3\C3_1375.jpg,3
dataset\3\C3_991.jpg,3
dataset\0\C0_2414.jpg,0
dataset\0\C0_2762.jpg,0
dataset\2\C2_872.jpg,2
dataset\2\C2_170.jpg,2
dataset\0\C0_2117.jpg,0
dataset\0\C0_738.jpg,0
dataset\1\C1_1014.jpg,1
dataset\0\C0_517.jpg,0
dataset\3\C3_1651.jpg,3
dataset\1\C1_2369.jpg,1
dataset\0\C0_858.jpg,0
dataset\0\C0_2515.jpg,0
dataset\1\C1_607.jpg,1
dataset\0\C0_1188.jpg,0
dataset\2\C2_1515.jpg,2
dataset\1\C1_575.jpg,1
dataset\3\C3_706.jpg,3
dataset\3\C3_2462.jpg,3
dataset\1\C1_2883.jpg,1
dataset\2\C2_1976.jpg,2
dataset\3\C3_838.jpg,3
dataset\1\C1_1360.jpg,1
dataset\1\C1_235.jpg,1
dataset\1\C1_995.jpg,1
dataset\2\C2_998.jpg,2
dataset\0\C0_255.jpg,0
dataset\0\C0_1555.jpg,0
dataset\2\C2_1328.jpg,2
dataset\0\C0_677.jpg,0
dataset\0\C0_394.jpg,0
dataset\3\C3_871.jpg,3
dataset\2\C2_2631.jpg,2
dataset\3\C3_957.jpg,3
dataset\2\C2_2689.jpg,2
dataset\2\C2_2435.jpg,2
dataset\0\C0_2008.jpg,0
dataset\0\C0_1668.jpg,0
dataset\3\C3_2310.jpg,3
dataset\3\C3_1200.jpg,3
dataset\1\C1_1175.jpg,1
dataset\3\C3_1224.jpg,3
dataset\3\C3_64.jpg,3
dataset\3\C3_366.jpg,3
dataset\3\C3_50.jpg,3
dataset\1\C1_999.jpg,1
dataset\0\C0_856.jpg,0
dataset\3\C3_714.jpg,3
dataset\3\C3_2423.jpg,3
dataset\0\C0_410.jpg,0
dataset\0\C0_46.jpg,0
dataset\0\C0_1999.jpg,0
dataset\1\C1_2219.jpg,1
dataset\3\C3_1123.jpg,3
dataset\0\C0_1537.jpg,0
dataset\0\C0_106.jpg,0
dataset\3\C3_1466.jpg,3
dataset\3\C3_2329.jpg,3
dataset\2\C2_1901.jpg,2
dataset\2\C2_103.jpg,2
dataset\2\C2_2059.jpg,2
dataset\1\C1_1800.jpg,1
dataset\0\C0_2579.jpg,0
dataset\0\C0_609.jpg,0
dataset\3\C3_1208.jpg,3
dataset\0\C0_908.jpg,0
dataset\0\C0_1951.jpg,0
dataset\1\C1_1192.jpg,1
dataset\2\C2_1898.jpg,2
dataset\0\C0_1175.jpg,0
dataset\1\C1_2686.jpg,1
dataset\3\C3_311.jpg,3
dataset\1\C1_1249.jpg,1
dataset\1\C1_843.jpg,1
dataset\1\C1_253.jpg,1
dataset\1\C1_3063.jpg,1
dataset\1\C1_2689.jpg,1
dataset\3\C3_2121.jpg,3
dataset\1\C1_1678.jpg,1
dataset\3\C3_1282.jpg,3
dataset\2\C2_1062.jpg,2
dataset\3\C3_1900.jpg,3
dataset\2\C2_2279.jpg,2
dataset\1\C1_442.jpg,1
dataset\3\C3_1928.jpg,3
dataset\3\C3_1305.jpg,3
dataset\0\C0_399.jpg,0
dataset\1\C1_2745.jpg,1
dataset\3\C3_332.jpg,3
dataset\3\C3_1504.jpg,3
dataset\0\C0_291.jpg,0
dataset\1\C1_1525.jpg,1
dataset\0\C0_2401.jpg,0
dataset\2\C2_2566.jpg,2
dataset\3\C3_1254.jpg,3
dataset\2\C2_765.jpg,2
dataset\1\C1_1939.jpg,1
dataset\3\C3_526.jpg,3
dataset\1\C1_1762.jpg,1
dataset\1\C1_1416.jpg,1
dataset\0\C0_610.jpg,0
dataset\1\C1_1703.jpg,1
dataset\2\C2_2340.jpg,2
dataset\0\C0_593.jpg,0
dataset\3\C3_1774.jpg,3
dataset\1\C1_3056.jpg,1
dataset\1\C1_1955.jpg,1
dataset\3\C3_1860.jpg,3
dataset\2\C2_2194.jpg,2
dataset\3\C3_1388.jpg,3
dataset\3\C3_1509.jpg,3
dataset\2\C2_735.jpg,2
dataset\3\C3_1158.jpg,3
